doc_id,zitiert
107345112,1
107345302,1
107360806,1
107365246,1
107368657,1
107370007,1
107373887,1
107380629,1
107381037,1
10738646,1
10738647,1
107388867,1
1074622,1
107535528,1
107535952,1
107536506,1
107537038,1
107537092,1
10754661,1
10756992,1
10757450,1
10757451,1
10758260,1
10758261,1
10758454,1
10758599,1
10760779,1
10762228,1
10762625,1
10763099,1
10763145,1
10763159,1
10763160,1
10763563,1
107655686,1
107666605,1
107666728,1
1076843,1
1077035,1
10770946,1
10771009,1
10772317,1
10772359,1
10772404,1
10772455,1
10772637,1
10772673,1
10773719,1
107754428,1
107756103,1
107759024,1
107760090,1
107764550,1
107764752,1
107764870,1
107765951,1
107767588,1
107767589,1
107768490,1
107768682,1
107768930,1
107769483,1
107770503,1
107772808,1
107778080,1
107781508,1
107783014,1
107784424,1
107785430,1
107786429,1
107920358,1
10794448,1
10794648,1
10794949,1
1079518,1
107957056,1
107957057,1
107958261,1
107963633,1
10796822,1
10796827,1
10796828,1
107990,1
1079997,1
1080458,1
1080459,1
10806587,1
108074490,1
108078158,1
108082352,1
108082353,1
108083503,1
108084826,1
108093925,1
108093926,1
108103452,1
108108171,1
108108172,1
108108661,1
108109724,1
108109725,1
10811401,1
108118452,1
108120811,1
108125982,1
108126236,1
108127628,1
108195164,1
1082062,1
108223533,1
108223606,1
108224113,1
108241062,1
108241064,1
108241226,1
108245741,1
108250077,1
108250931,1
108252862,1
10826474,1
10827070,1
10827261,1
10827511,1
10827518,1
10830973,1
10834478,1
10834754,1
10834841,1
108391471,1
108403494,1
108403495,1
108411218,1
108425202,1
10846,1
1084782,1
10850,1
108508967,1
108509056,1
108509057,1
10853,1
108530642,1
108536533,1
108536534,1
108552416,1
108553314,1
108566785,1
10862873,1
10863298,1
10863648,1
108649965,1
108651125,1
108651888,1
10865244,1
108652539,1
108654530,1
108655402,1
108655403,1
108671883,1
108672313,1
108672371,1
108672916,1
1086775,1
1086776,1
10870608,1
10870737,1
10870913,1
1087126,1
10871263,1
1087127,1
108717808,1
108719989,1
108719990,1
10873098,1
10873850,1
10873859,1
10873863,1
10874017,1
10874124,1
10874151,1
10874255,1
10874897,1
10875305,1
10876933,1
10876934,1
10877202,1
10877247,1
10878993,1
10879249,1
10879695,1
108808750,1
108809011,1
108809108,1
108812800,1
108813465,1
10881804,1
10882643,1
10883045,1
10883331,1
10883339,1
10883603,1
1088439,1
10886339,1
10887689,1
108878878,1
10888482,1
108899350,1
10889990,1
108903744,1
108903745,1
10894133,1
108947194,1
10894723,1
10895373,1
10896372,1
10896863,1
1089695,1
1089696,1
1089786,1
10897923,1
10901779,1
10903312,1
10903371,1
10903558,1
10903566,1
10903876,1
10903877,1
10904078,1
1090481,1
1090482,1
10905224,1
10905225,1
10905311,1
10905361,1
10905362,1
10905503,1
10905504,1
10906011,1
10906335,1
10906336,1
10906592,1
109068953,1
10906897,1
10906898,1
10906949,1
10907215,1
10907229,1
10907260,1
10907502,1
10907503,1
10907651,1
10907663,1
10907891,1
10907892,1
10908173,1
10908175,1
10908176,1
10908208,1
10908418,1
10908498,1
10908499,1
10908812,1
10908813,1
10908869,1
10908870,1
10909185,1
10909186,1
10909190,1
10909191,1
10909341,1
10909342,1
10909367,1
10909450,1
10909451,1
10909456,1
10909457,1
10909583,1
10909584,1
10909622,1
10909623,1
10909715,1
10909716,1
10909904,1
10909905,1
10909965,1
10909966,1
10910064,1
10910065,1
10910233,1
10910453,1
10910454,1
10910459,1
10910460,1
10910484,1
10910485,1
10910639,1
10910640,1
10910721,1
10910722,1
10910723,1
10910724,1
10910727,1
10910728,1
10910729,1
10910836,1
10910837,1
10910900,1
10910901,1
10910944,1
10910945,1
10910946,1
10911334,1
10911489,1
10911498,1
10911499,1
10911887,1
10911919,1
10912024,1
10912025,1
10912079,1
10912230,1
10912232,1
10912418,1
10912419,1
10912436,1
10912437,1
10912471,1
10912472,1
10912511,1
10912512,1
10912513,1
10912514,1
10912529,1
10912530,1
10912549,1
1091255,1
10912550,1
1091256,1
10912633,1
10912634,1
10912712,1
10912910,1
10912911,1
10912980,1
10912981,1
10913005,1
10913006,1
10913014,1
10913015,1
10913036,1
10913037,1
10913052,1
10913053,1
10913164,1
10913165,1
10913291,1
10913336,1
10913337,1
10913406,1
10913407,1
10913559,1
10913560,1
10913621,1
10913622,1
10913623,1
10913624,1
10913629,1
10913630,1
10913658,1
10913692,1
10913693,1
10913746,1
10913792,1
10913898,1
10913980,1
10913981,1
10914050,1
10914051,1
10914068,1
10914069,1
10914255,1
10914256,1
10914369,1
10914468,1
10914469,1
10914566,1
10914571,1
10914641,1
10914642,1
10914758,1
10914759,1
10914876,1
10914985,1
10914986,1
1091500,1
1091501,1
10915051,1
10915052,1
10915078,1
10915088,1
10915196,1
10915197,1
10915230,1
10915268,1
10915327,1
10915328,1
10915587,1
10915588,1
10915677,1
10915678,1
10915813,1
10915814,1
10915965,1
10916120,1
10916202,1
10916821,1
10916822,1
10916833,1
10916834,1
10916901,1
10916902,1
10916914,1
10916978,1
10916979,1
10917017,1
10917054,1
10917857,1
10917858,1
10918154,1
10918205,1
10918297,1
10918812,1
10918815,1
10918833,1
10918876,1
10918919,1
10918935,1
10919003,1
10919006,1
10919103,1
10919136,1
10919245,1
10919250,1
10919379,1
10919391,1
10919471,1
10919553,1
10919742,1
10919809,1
10919952,1
10920053,1
10920098,1
10920320,1
10920583,1
10920629,1
10920657,1
10920849,1
10920897,1
10920963,1
10920990,1
10921302,1
10921372,1
10921378,1
10921408,1
10921463,1
10921586,1
10921676,1
10921786,1
10921883,1
10921912,1
10922127,1
10922207,1
10922235,1
10922421,1
10922972,1
10923026,1
10923085,1
10923224,1
10923452,1
10923737,1
10923967,1
10924163,1
10924185,1
10924189,1
10924200,1
10924229,1
10924244,1
10924269,1
10924345,1
10924602,1
109248188,1
109248189,1
10925046,1
10925160,1
109251959,1
10925276,1
109253385,1
10925666,1
10925776,1
10925960,1
10926218,1
10926262,1
10926960,1
10927203,1
10928210,1
10928325,1
10928479,1
10928763,1
10929102,1
10929144,1
10929161,1
10929562,1
10929639,1
10929698,1
10929907,1
10930209,1
10930450,1
10930572,1
10930664,1
10930759,1
10931053,1
10931234,1
10931390,1
10931421,1
10931643,1
10931868,1
10931935,1
10932084,1
10933210,1
1093351,1
10937287,1
1094000,1
1094001,1
10940943,1
10942832,1
109433882,1
109433883,1
109449672,1
109450144,1
10945798,1
10946337,1
109471921,1
109473970,1
109476246,1
109477016,1
10948148,1
10948149,1
10949022,1
109496004,1
10949618,1
109501429,1
109501464,1
109501474,1
10950504,1
10950505,1
10951297,1
10951652,1
10951653,1
109519070,1
109519071,1
10951976,1
10951977,1
10952417,1
109525395,1
10952837,1
109529591,1
109529662,1
10954066,1
109541041,1
109542610,1
10954436,1
109544888,1
10954623,1
10954809,1
10955351,1
10955352,1
10955585,1
10955586,1
10955782,1
10956655,1
10956905,1
109571194,1
10957788,1
10957906,1
10957930,1
10957931,1
10958332,1
10958333,1
10958453,1
10958454,1
10958565,1
10958699,1
10958718,1
10958719,1
10958720,1
10958862,1
10958917,1
10959024,1
10959025,1
10959303,1
10959346,1
10959347,1
10960131,1
10960204,1
10960234,1
10960394,1
10960395,1
10960564,1
10960565,1
10960641,1
10960712,1
10960713,1
10960816,1
10960936,1
10960965,1
10961091,1
10961092,1
10961184,1
10961185,1
10961397,1
10961398,1
10961422,1
10961437,1
10961438,1
10961557,1
10961558,1
10961744,1
10961783,1
10961850,1
10961851,1
10961931,1
10961932,1
10962102,1
10962103,1
10962194,1
10962195,1
10962489,1
10962490,1
10962577,1
10962578,1
10962699,1
10962734,1
10962735,1
10962923,1
10962924,1
10962959,1
10962960,1
10963300,1
10963301,1
10963612,1
10963613,1
10963654,1
10963655,1
10963739,1
10963740,1
10963830,1
10963831,1
10963838,1
10963839,1
10963902,1
10963903,1
10964004,1
10964132,1
10964133,1
10964141,1
10964142,1
10964458,1
10964459,1
10964530,1
10964531,1
10964973,1
10965405,1
10965406,1
10965621,1
10965622,1
1096642,1
10966804,1
10968354,1
10969,1
109695949,1
10971,1
10971369,1
10971924,1
109722954,1
10972940,1
10972941,1
10974091,1
10974602,1
10974603,1
10974656,1
10975,1
10975693,1
10975694,1
10976457,1
10977195,1
10977196,1
10978614,1
10978891,1
10978924,1
10979026,1
109798055,1
109814311,1
109817385,1
109817386,1
10983197,1
109833931,1
1098526,1
1098527,1
10986177,1
109959713,1
10999034,1
1099927,1
10999330,1
110020172,1
11002915,1
11007304,1
110106959,1
11011059,1
1101106,1
1101107,1
11016161,1
11016457,1
11016879,1
11016901,1
11017061,1
11017312,1
11017399,1
11017410,1
11017450,1
11017577,1
11017607,1
11017795,1
11017836,1
11017955,1
11017975,1
11018042,1
11018060,1
11018226,1
11018246,1
11018419,1
11018449,1
1101847,1
1101848,1
11018557,1
11018569,1
11018609,1
1101881,1
11018902,1
11018904,1
11018968,1
11019007,1
11019054,1
11019100,1
11019101,1
11019117,1
11019130,1
11019193,1
11019240,1
11019312,1
11019353,1
11019481,1
11019491,1
11019608,1
11019692,1
11019693,1
11019704,1
11019706,1
11020143,1
11020154,1
11020173,1
11020187,1
11020200,1
11020221,1
11020223,1
11020300,1
11020343,1
11020345,1
11020378,1
11020449,1
11020470,1
11020501,1
11020639,1
11020644,1
11020716,1
11020720,1
11020732,1
11020745,1
11020774,1
11020776,1
11021149,1
11021825,1
1102186,1
1102187,1
11022854,1
11023037,1
11023156,1
11023263,1
11023291,1
11023295,1
11023318,1
11023319,1
11023361,1
11023370,1
11023388,1
11023400,1
11023415,1
11023416,1
11023417,1
11023433,1
11023434,1
11023449,1
11023587,1
11023599,1
11023609,1
11023680,1
11023709,1
11023832,1
11023908,1
11023920,1
11023921,1
11023982,1
11024061,1
11024077,1
11024180,1
11024190,1
11024202,1
11024219,1
11024229,1
11024230,1
11024236,1
11024240,1
11024242,1
11024246,1
11024247,1
11024248,1
11024290,1
11024329,1
11024353,1
11024356,1
11024376,1
11024408,1
11024415,1
11024435,1
11024457,1
11024491,1
11024492,1
11024501,1
11024505,1
11024542,1
11024816,1
11024820,1
1102488,1
1102489,1
11025067,1
11025104,1
11025116,1
11025147,1
11025260,1
11025261,1
11025287,1
11025288,1
11025289,1
11025290,1
11025297,1
11025298,1
11025313,1
11025325,1
11026920,1
11027126,1
11027179,1
11027615,1
110305425,1
110305426,1
1103671,1
1103672,1
1104149,1
110420020,1
11046862,1
11046863,1
110478004,1
11047938,1
11047956,1
11047957,1
11048070,1
11048301,1
11048776,1
11049175,1
11049176,1
11049353,1
1104975,1
1104976,1
110499771,1
11050216,1
11050217,1
11050504,1
11050507,1
110511905,1
110511969,1
1105201,1
1105276,1
1105277,1
1105451,1
11055704,1
11055801,1
11056626,1
11056627,1
11057508,1
11057509,1
11058609,1
11058610,1
11058631,1
11058632,1
11058633,1
11058837,1
11058849,1
11058862,1
11059165,1
11059307,1
11059368,1
11059370,1
11059376,1
11059377,1
11059397,1
11059406,1
11059407,1
11059433,1
11059443,1
11059444,1
11059446,1
11059497,1
11059499,1
11059532,1
11059547,1
11059553,1
11059576,1
11059669,1
11059719,1
11059722,1
11059725,1
11059735,1
11059750,1
11059760,1
11059761,1
11059875,1
11059904,1
11059915,1
11060057,1
11060153,1
11060155,1
11060156,1
11060232,1
11060309,1
11060326,1
11060447,1
11061236,1
11061244,1
11061393,1
11061754,1
11061755,1
11062152,1
11062185,1
11062714,1
11063326,1
11063883,1
11064036,1
11064059,1
11064060,1
11064127,1
11064128,1
11064157,1
11064179,1
1106466,1
1106467,1
11065429,1
11066,1
11066370,1
110664262,1
11066498,1
11066541,1
11067,1
11067554,1
11069552,1
1107746,1
1107747,1
1108003,1
1108062,1
11083367,1
1108542,1
1108543,1
1108760,1
1108761,1
1109223,1
1109224,1
1109261,1
1109262,1
1109330,1
1109399,1
1109539,1
1109540,1
11095637,1
1109612,1
11097197,1
11097198,1
11097614,1
1109766,1
1109798,1
110994967,1
1110051,1
111007629,1
1110153,1
1110154,1
1110227,1
1110228,1
1110412,1
1110413,1
111042918,1
111044943,1
111048298,1
111048420,1
111048570,1
1110630,1
1110682,1
1110683,1
1110686,1
1110687,1
1110820,1
1110868,1
1110869,1
1111358,1
1111359,1
11114,1
1111626,1
1111780,1
1111781,1
1111831,1
1111832,1
1111925,1
1112089,1
1112090,1
1112329,1
1112359,1
1112360,1
1112453,1
11127,1
11128,1
1112843,1
1112920,1
1113069,1
1113070,1
1113079,1
1113080,1
1113107,1
1113476,1
1114135,1
1114136,1
11141631,1
1114230,1
1114991,1
1114992,1
1115284,1
11153343,1
1115426,1
1115427,1
1115570,1
1115571,1
1115572,1
1115573,1
1115574,1
1115695,1
1115696,1
1115887,1
1115888,1
1115894,1
1115895,1
1116168,1
1116694,1
111669597,1
1117227,1
1117228,1
11172468,1
11172506,1
11173987,1
1117428,1
11174354,1
11174355,1
11175501,1
11175502,1
1117561,1
111758238,1
11177067,1
1118047,1
1118048,1
1118113,1
1118114,1
1118118,1
1118188,1
1118189,1
111841556,1
111841705,1
11184589,1
11184590,1
1118483,1
1118495,1
11186015,1
11188643,1
1118917,1
11190693,1
11190694,1
11191573,1
1119431,1
1119541,1
1119542,1
111955770,1
1119783,1
11198305,1
11198306,1
111993007,1
11199314,1
112000033,1
112000034,1
112000425,1
1120011,1
1120012,1
112005075,1
112005108,1
112005432,1
112005708,1
112005709,1
112006035,1
112006036,1
112006760,1
112006763,1
1120239,1
1120240,1
1120311,1
1120312,1
112032465,1
1120943,1
1121043,1
1121325,1
1121395,1
1121582,1
1121583,1
1121653,1
1121654,1
112178611,1
1122013,1
1122041,1
1122042,1
112213044,1
1122155,1
11224869,1
1122526,1
1122527,1
1122582,1
1122583,1
11226042,1
1122663,1
1122664,1
1122699,1
11228859,1
11228966,1
11229242,1
11229494,1
11229647,1
1122996,1
1122997,1
11230821,1
11231256,1
11231587,1
11232002,1
112320876,1
11232200,1
1123222,1
11232283,1
11232443,1
1123272,1
1123273,1
11233282,1
1123377,1
1123378,1
11234042,1
11234101,1
11234130,1
1123462,1
11234640,1
1123473,1
11234954,1
11234955,1
1123559,1
1123560,1
112361708,1
11236478,1
112364865,1
112365733,1
11237207,1
11237343,1
11237515,1
11237705,1
112379,1
11237928,1
11238185,1
1123840,1
1123841,1
1123847,1
11238552,1
112387606,1
11238881,1
1124039,1
1124040,1
1124068,1
1124069,1
11241277,1
11241674,1
11241737,1
11241780,1
11241935,1
11242078,1
11242235,1
11242672,1
11242783,1
11242901,1
11243414,1
11243415,1
1124366,1
1124382,1
1124383,1
1124406,1
112444594,1
11244506,1
1124484,1
1124512,1
1124513,1
11245748,1
1124581,1
1124591,1
1124593,1
11246545,1
1125027,1
1125028,1
1125071,1
1125130,1
1125131,1
1125173,1
1125174,1
1125319,1
1125320,1
1125356,1
1125394,1
112545731,1
112546349,1
1125476,1
1125521,1
11255280,1
1125694,1
1125695,1
11257837,1
1125885,1
112595227,1
11259692,1
112600372,1
1126081,1
1126082,1
1126142,1
1126143,1
11261831,1
11261832,1
11262982,1
1126389,1
1126410,1
1126417,1
1126484,1
1126562,1
1126664,1
11267784,1
11268796,1
1126887,1
1126888,1
11270205,1
1127055,1
1127195,1
112720103,1
1127245,1
1127246,1
11272492,1
11272821,1
11273001,1
1127319,1
1127320,1
112734505,1
112736908,1
112740529,1
1127484,1
112754777,1
112754810,1
1127634,1
112767671,1
112779037,1
112787213,1
112790905,1
1127924,1
11279791,1
11280814,1
11281652,1
1128166,1
11281963,1
1128237,1
1128238,1
1128254,1
1128277,1
1128278,1
1128322,1
1128383,1
1128384,1
1128458,1
1128459,1
11285138,1
1128529,1
1128530,1
1128604,1
1128605,1
1128717,1
1128718,1
1128779,1
1128780,1
1128850,1
1128853,1
1129025,1
1129026,1
1129048,1
1129049,1
1129096,1
1129097,1
1129107,1
1129108,1
1129210,1
1129337,1
1129338,1
1129541,1
1129721,1
1129722,1
1129815,1
1129816,1
1129920,1
1129939,1
1129999,1
1130000,1
1130053,1
1130054,1
1130104,1
1130105,1
1130160,1
11304005,1
1130563,1
11305794,1
1130618,1
1130619,1
11306429,1
11306573,1
11306653,1
1130706,1
1130707,1
11307277,1
11307287,1
11307322,1
11307326,1
1130955,1
1130956,1
11309605,1
11309730,1
11309869,1
11310004,1
11310176,1
11310646,1
11310946,1
11311320,1
11311393,1
11311406,1
1131170,1
1131458,1
1131459,1
1131563,1
1131575,1
1131576,1
1131697,1
1131698,1
1131750,1
1131896,1
1132099,1
1132216,1
1132217,1
1132301,1
1132365,1
1132366,1
1132418,1
1132505,1
1132560,1
1132561,1
1132765,1
1132766,1
1132845,1
1132852,1
1132865,1
1133060,1
1133320,1
1133321,1
11336811,1
113384839,1
1133881,1
11339078,1
11342889,1
113430350,1
1134383,1
1134396,1
11344121,1
11344462,1
1134459,1
11344623,1
11344718,1
11344992,1
11345085,1
11345244,1
11345432,1
11345571,1
11345714,1
11345729,1
11345730,1
11345979,1
11346248,1
11346294,1
11346537,1
11346632,1
11346999,1
11347179,1
11347180,1
11348388,1
11348624,1
11349644,1
1134970,1
1134971,1
11350141,1
11350220,1
11350329,1
1135043,1
11350457,1
1135049,1
1135050,1
1135067,1
1135068,1
11350795,1
1135081,1
11351023,1
11351087,1
11351109,1
11351110,1
11351530,1
11351554,1
11351635,1
11351649,1
11351689,1
11351694,1
11351740,1
11352108,1
11352142,1
11352145,1
11352191,1
11352281,1
11352329,1
11352347,1
11352458,1
11352476,1
11352588,1
11352869,1
11353063,1
11353092,1
11353109,1
1135317,1
11353308,1
11353318,1
11353343,1
11353411,1
11353418,1
11353632,1
11353768,1
11353831,1
11353859,1
11353865,1
11353872,1
11354072,1
11354089,1
1135498,1
11356792,1
1135681,1
1135682,1
1135714,1
1135715,1
11357212,1
113577116,1
1135808,1
1135901,1
1135902,1
113591881,1
113591882,1
1135946,1
11359615,1
1136024,1
1136025,1
1136090,1
1136091,1
1136194,1
1136195,1
1136208,1
1136244,1
1136471,1
1136472,1
1136495,1
1136530,1
1136682,1
1136683,1
113681131,1
113683768,1
113683769,1
1136870,1
1136871,1
1136897,1
113696098,1
1136979,1
1136980,1
1137113,1
1137114,1
1137214,1
1137284,1
1137285,1
113743981,1
113750239,1
1137601,1
1137602,1
1137618,1
1137700,1
1137701,1
1137760,1
11378497,1
113789062,1
1137931,1
1137932,1
113795339,1
1137996,1
1137997,1
113799816,1
1138071,1
1138192,1
1138264,1
1138369,1
1138400,1
1138402,1
1138403,1
11384467,1
11384468,1
1138502,1
1138503,1
1138571,1
1138572,1
1138599,1
1138600,1
11387328,1
11387674,1
113886536,1
113889340,1
113889341,1
113892302,1
113893899,1
1139000,1
1139001,1
1139003,1
113905899,1
113905900,1
1139214,1
1139215,1
11392519,1
11392995,1
1139317,1
1139477,1
1139478,1
1139716,1
1139717,1
1139813,1
113991692,1
1139995,1
1139996,1
1140036,1
1140037,1
114023848,1
114024935,1
114024936,1
1140321,1
1140322,1
1140557,1
1140558,1
1140718,1
1140740,1
1140741,1
1140985,1
1141028,1
1141029,1
114106287,1
114118532,1
1141199,1
1141312,1
1141462,1
1141648,1
1141682,1
1141683,1
1141724,1
1141834,1
1141835,1
1141937,1
1142017,1
1142018,1
1142204,1
1142205,1
1142324,1
1142340,1
11424742,1
11424760,1
1142522,1
1142581,1
1142582,1
11425934,1
1142605,1
1142606,1
11426243,1
1142631,1
1142632,1
11426844,1
11426965,1
1142716,1
1142717,1
1142720,1
11427725,1
1142845,1
1142846,1
11428549,1
11428655,1
