doc_id,citation_count
6698963,2318
7056871,2313
301583754,2299
301772738,2290
9025419,2276
18137203,2271
42368537,2250
6243078,2249
292860102,2242
11870496,2240
8170115,2236
37648398,2232
309067285,2224
37653098,2221
54151306,2215
227113176,2211
301772442,2209
312601519,2205
301381345,2199
45955597,2198
301542771,2194
11871212,2193
11272821,2190
46564469,2186
30676138,2166
86787004,2163
55333784,2157
29521589,2154
96743340,2153
309643003,2146
30850097,2145
6243469,2144
9314600,2139
305131500,2127
47134093,2122
17702058,2111
162537933,2110
303975646,2107
722699,2107
31344967,2105
3993123,2102
38609265,2102
303975423,2093
155842806,2091
43969978,2083
45954717,2082
312558517,2076
2251166,2074
290565798,2063
7224485,2059
17165784,2059
13969595,2055
303975435,2051
299284089,2048
303977377,2042
8008072,2031
25280126,2021
310213160,2016
8845630,2013
47135550,2001
131923686,1985
64779618,1981
58981930,1980
4156186,1979
127346295,1976
270231191,1957
4155704,1955
4426925,1943
761598,1942
25059855,1940
280016,1929
9426543,1926
44149538,1925
375069,1925
5186217,1921
6508893,1920
6941651,1919
6366417,1917
10982,1914
6670915,1912
71512,1907
147195181,1892
303975469,1891
4462747,1889
303823332,1888
1146552,1883
49544748,1878
313237035,1875
931941,1874
6449237,1864
313305775,1861
4362919,1860
8763995,1858
4150731,1847
313487296,1829
144956861,1828
6258799,1827
304360862,1821
45152518,1819
313292176,1818
301542738,1817
45148458,1813
83666,1810
310319276,1809
313486153,1806
24815927,1806
41991086,1802
25039863,1799
109722954,1795
222910281,1794
2120208,1793
256513,1786
777835,1785
18640725,1778
37283000,1775
297429795,1775
6304024,1774
2252887,1766
24810669,1765
298831655,1759
42812106,1748
157839146,1747
311263373,1745
18031468,1745
42966261,1743
6271703,1742
309642968,1742
7005720,1737
9313,1732
385634,1725
300213392,1722
33134387,1721
297507135,1712
43120959,1709
300213180,1709
45953965,1701
30670911,1699
291303443,1698
45150701,1698
42123160,1688
3963433,1681
313487065,1675
42704359,1672
231031,1663
42130721,1655
18044847,1641
308883023,1639
13968258,1639
1150119,1635
76410514,1620
45029459,1619
24801876,1615
311022176,1614
255688,1601
293925084,1599
275124198,1596
28979625,1590
42877842,1583
8973675,1579
8984745,1578
296115922,1574
303975639,1573
7119258,1570
753584,1565
44736589,1562
1211854,1561
74895323,1557
567948,1553
18070568,1551
298522426,1549
15074963,1539
159147330,1539
29412162,1536
618617,1532
312597213,1519
2260973,1517
311251860,1512
310211703,1507
24691026,1507
291306647,1504
42847621,1502
72853418,1499
6244046,1499
58867241,1494
24078415,1488
47134124,1483
77239743,1478
11869734,1475
725160,1475
7060470,1474
304429562,1473
3000786,1471
253905,1470
15071156,1470
6941495,1467
19217309,1466
42847050,1465
6313870,1465
84763486,1465
42751278,1456
28969261,1456
26535599,1449
42818299,1445
18137187,1442
1094000,1441
42856422,1435
2255844,1429
9316600,1423
7056482,1419
6256277,1416
689516,1413
51391045,1412
138010691,1412
2352866,1409
9058249,1408
85866840,1401
304431233,1400
301490361,1396
162361583,1394
72019003,1394
15076653,1392
2249372,1392
6672596,1389
6449119,1385
44596767,1383
24798758,1382
43121201,1379
8434938,1376
9744315,1372
43024310,1370
1708695,1361
154383296,1359
798922,1358
6313760,1357
1509407,1357
78451584,1355
275124210,1355
81795082,1346
6383435,1345
906197,1345
279175,1344
2252457,1340
76688218,1338
14063334,1336
303975224,1335
301772383,1335
18046260,1325
2445526,1322
311271885,1319
301772151,1316
303975659,1315
301772338,1315
310317649,1314
5128366,1313
6606228,1312
24699297,1303
300213333,1303
1592224,1301
6837050,1300
2256862,1299
8016134,1299
41530050,1298
8864840,1296
40558848,1293
6289789,1293
42965539,1290
60656602,1286
154016183,1284
8312294,1284
42363130,1283
6278645,1281
42850350,1278
18771824,1276
147824460,1274
84383004,1271
42856340,1269
301772767,1267
147684142,1267
25855448,1265
6358512,1265
313489262,1263
42844442,1261
45352387,1261
1153292,1261
295438075,1257
19697959,1257
50087057,1257
4407950,1257
303975142,1256
6876318,1248
17185264,1247
131212728,1245
6832448,1242
4204535,1241
2506628,1239
45956618,1238
4205326,1237
4874496,1237
24776630,1230
54167195,1228
287613614,1228
44992234,1227
42537161,1216
42858779,1214
821214,1213
6243199,1213
83723990,1207
41260942,1207
304429845,1201
311249674,1200
239725244,1196
444916,1193
83868352,1190
6361429,1190
291709596,1190
42846327,1190
313489339,1188
55769308,1184
42898401,1183
85863371,1183
42864261,1180
17207080,1172
6822497,1171
7066965,1169
42847900,1167
225539641,1166
42932675,1166
77594279,1162
160133457,1162
43883552,1161
6331234,1157
24772689,1156
42647598,1153
215539592,1149
235073899,1148
2260974,1147
51393941,1147
6449396,1145
42136620,1144
303207816,1140
58974633,1137
311267912,1137
8039013,1137
144919337,1136
54158836,1133
2265489,1133
30678952,1133
17199815,1132
41222126,1129
301576616,1128
6360218,1127
596201,1127
58976942,1124
7020286,1121
577097,1117
2893444,1110
927687,1110
18090946,1108
29588480,1107
6295119,1101
123834488,1098
18048308,1098
80150454,1096
154377194,1095
719820,1095
14521126,1094
4746931,1092
6443820,1091
239076,1089
308875169,1089
9066405,1088
304428090,1087
305132719,1087
76788272,1087
310211024,1086
52211003,1085
37597342,1085
45960821,1085
301772810,1083
40262394,1083
42719239,1083
8973602,1082
5508883,1077
18063948,1075
6366497,1074
20321285,1073
45166884,1072
291812442,1072
304055893,1071
303975562,1066
313466361,1065
56394113,1065
26694324,1063
17224162,1060
693742,1060
132635915,1060
1248943,1060
17473269,1059
83776740,1058
1322854,1055
2396041,1053
227029910,1053
308748559,1052
82698,1049
312650063,1043
6449205,1041
9315520,1039
7101656,1038
43888451,1037
205867096,1036
7302608,1036
205887431,1033
41531885,1032
308752433,1030
13738162,1028
42872936,1027
234751850,1025
18064028,1024
17142101,1024
303981623,1022
2113662,1022
58969848,1021
2118170,1019
18609127,1019
30832086,1018
55824271,1016
24812675,1011
42863570,1010
703068,1009
71354401,1008
882453,1007
6294572,1007
46048412,1006
217839,1006
89208331,1001
205885368,1000
7793545,1000
7003688,999
54177456,996
6814269,995
42847943,995
161052136,992
45265547,992
42608605,991
9078435,989
24742502,988
6445727,986
50714486,985
55810771,985
42741898,981
7306631,981
311255180,978
18072402,978
7358441,978
312166194,975
45359371,974
2407958,969
12170656,969
24758197,969
205655577,968
370625,967
292157965,967
42895338,964
149746934,964
42848414,963
38519272,962
25857918,961
5014421,961
291812449,960
2351614,959
6764027,957
42148675,957
2394281,957
42653500,955
311247864,955
8983469,955
156688014,954
6345088,954
6256493,953
21019714,953
588207,951
45956260,949
55771866,949
7012865,948
85863415,947
310208528,946
24759982,945
47142910,943
79561757,942
313024181,937
304427355,936
42860910,936
42606264,935
6360636,934
303975462,933
41567723,932
42843605,932
38058630,931
36988478,930
300213147,929
42999370,928
67762350,928
4351000,927
305134271,927
147837908,927
301672857,924
6818664,924
9313345,922
24765681,922
76622623,921
49551887,920
4408885,919
6935660,919
756781,919
1114135,918
6242695,917
84776258,916
76583435,914
690494,913
6794957,911
309643447,911
31130765,908
124098,908
312601511,906
54179288,905
304427282,905
24767652,904
17039999,903
2109207,903
24744151,902
11881687,902
156623187,901
37866824,900
667660,899
799257,899
6677075,898
292181245,897
7794619,896
39426774,895
1685058,895
303975793,895
42832239,892
42138094,891
7359846,891
1144360,890
151396397,888
5177406,886
17192934,884
301328204,883
42852827,883
42856229,881
8438126,881
6256433,880
62782328,878
161648955,877
18201483,876
44148777,869
3904714,868
303975886,867
8984335,865
8578021,864
42992469,864
233261,863
8001745,861
303983656,861
311022229,860
154376682,860
83776182,859
7022391,859
85866629,858
24708011,857
630304,855
46925436,853
7796411,853
42934796,851
52561496,851
37612864,849
44610344,848
298867874,847
292327550,847
301766265,846
7793328,846
313236005,846
4155097,846
15105863,844
7004130,844
61069021,843
42858596,842
123846839,842
42048414,842
17133983,842
11690026,842
5127685,841
456669,840
133644859,839
8857841,839
6834099,838
638805,837
312597343,837
2254855,836
42852142,836
41655004,835
40524644,835
3798910,835
7076149,834
297911898,833
301490283,832
292327621,831
46231441,831
44616625,830
313489005,830
304430157,830
28943436,830
42812532,829
43097722,828
2003199,827
52229008,826
9314854,825
301583705,824
732616,821
4381096,820
7178776,819
7056681,819
22294694,818
11872331,818
6508650,817
4463154,817
37949468,816
42896076,816
89545861,816
36987332,815
38631794,814
40106663,814
8697308,814
24066467,812
154542344,811
85867448,811
42827366,809
6941377,809
5126080,808
44153469,808
8294620,808
7796078,807
54487439,805
291703999,805
44591688,805
5025986,804
6673248,804
13315306,803
78451353,803
5124881,802
38632350,802
4866602,801
2381650,798
45959092,796
42898226,795
292348253,795
300213131,795
313487419,795
43020222,794
6332887,794
253291,792
293380663,791
9988063,790
51361086,790
309641482,789
42861924,789
6441517,788
1151269,787
6508780,787
2250923,787
18508913,787
71353968,787
18453312,786
31309397,786
52166501,786
289786438,786
297506963,786
304644611,786
42391823,785
8015344,784
156613873,784
706813,783
32890827,782
7354674,781
37885897,781
127311539,780
6313865,779
59118642,779
309304103,776
37688913,776
217840,776
42716157,775
6810556,773
805299,772
6837518,772
1151184,772
205608941,771
41793251,770
4148934,770
62545146,769
7998360,768
14932520,766
17140555,765
156685080,764
6242782,760
58953556,760
42862754,760
42859411,760
291238480,760
37666374,759
5237021,759
301672793,758
6256662,758
31508863,758
5229545,757
73340315,757
38614961,757
8845570,757
6338629,757
7127482,757
7595004,757
313487436,756
42485983,755
2260898,755
10113110,755
18028388,754
8035022,753
9314588,753
20486331,752
18087357,752
71883596,752
7021067,751
15105632,751
42345179,749
24541815,749
25970428,749
85861590,748
7016712,748
49258,747
303975206,747
9015593,747
6243094,746
6995963,746
39683038,745
2350196,744
39016904,743
11697741,743
42855863,743
308883323,742
6339664,741
6819995,741
304427311,740
14502928,740
2390084,740
622718,739
42649988,738
17214609,736
37727964,736
17219278,735
42822662,735
9162491,735
19225622,735
77027857,735
20111161,734
313465337,733
42854310,733
62547210,733
312552504,733
18072403,732
6707870,732
241603,731
54165192,731
152902442,731
25004111,731
7984315,731
313462364,730
43020868,729
2398360,728
153841438,727
7011130,727
2254466,726
17199341,726
293378437,725
6919181,725
44149937,724
2120747,724
1150795,724
6452129,724
4087538,724
854751,724
19957944,722
6312994,722
17295126,720
2630521,720
19504467,719
8135310,718
1151077,718
30683608,718
49553919,717
42854568,716
75778066,715
42858218,714
236073,714
42856473,712
41654963,711
8034613,710
85859838,710
7060122,710
42847161,709
304430285,709
120197635,708
713422,708
40320343,707
310216048,706
3731784,706
85598537,706
308879743,705
40318430,705
8250011,704
6313616,703
3961815,702
688843,702
42151875,701
237198,701
6726739,701
13705321,699
308874949,699
18500030,699
6443534,698
12011404,697
5122873,697
7062466,696
17158594,696
44151418,696
33172258,695
82901,695
6290368,694
308751496,694
38035107,693
17490326,693
18233477,692
6673298,692
6508686,692
77660007,691
24745828,690
216307146,689
7012993,689
312650060,688
6286798,688
287613291,688
6673717,687
44608700,687
8681519,687
63319122,686
43256128,686
42630316,684
12008166,684
5242474,682
4873660,681
313545185,681
245453461,681
6304285,681
1129939,679
303975233,678
4873454,678
45159186,677
28950932,676
26572875,676
44599747,675
58980211,675
3687253,674
4404662,674
11685427,673
55333565,673
24704237,673
126765,671
259963,671
7084416,671
7644660,671
298828494,669
42748887,669
18069209,668
43891570,667
6289666,667
124510665,667
304055866,667
4155064,667
1143321,666
38071509,665
42863443,664
158199929,664
18082306,664
908515,664
6352037,663
30650033,663
47134133,663
938020,662
5479286,661
17199493,660
18759330,658
8815555,657
6690729,657
82856,656
147046231,656
25395377,655
6494546,655
6354170,655
6784698,654
33715395,653
58951760,653
6699584,653
42873657,652
44616715,651
312650039,651
38703381,650
49552375,650
42814324,650
6668671,649
215493,649
6849347,648
301774862,648
313466391,647
6292126,647
58967060,647
7066384,647
151395635,647
5124924,647
259174,647
313556186,646
38032419,646
62638380,646
301772663,645
4871519,645
54152692,645
6442156,645
77514565,644
20872305,644
58961107,644
42895053,643
2733784,643
38513254,642
42476723,641
298825213,641
44618837,641
67756029,640
41809892,640
126168246,640
42748135,639
6314272,639
18048994,639
6726409,638
6834115,637
43888800,637
6656961,637
58979065,637
42364381,637
721478,637
580925,637
223441,636
19861534,636
18498848,636
4209856,636
6941472,636
42853202,635
17703328,634
47128528,633
6342599,633
11897217,633
6711711,633
42850539,632
85859470,631
42130390,631
3895284,631
7087724,631
24797330,630
64779066,630
43123689,629
42343196,628
725962,628
6836011,627
291812444,627
42860759,626
293380534,626
36320036,626
17124511,626
336617,626
2112690,626
56153028,625
7070616,625
4398290,625
151575132,625
47139993,624
79022691,624
6294729,624
43121215,624
122551484,624
46440,623
36385843,623
17192960,622
313033460,621
58982109,620
39399071,620
6242655,620
4189744,620
3810746,620
7022373,619
54157261,618
6257249,618
1742619,618
303975171,618
59772586,618
5117598,618
232632037,617
799256,617
6345083,616
291238484,614
6496920,614
2734209,614
42827577,614
313487058,612
296115149,612
41994178,610
123498162,610
221252046,609
42582611,608
2115151,608
17155312,608
11857065,608
1302937,606
4154791,606
58965311,606
18027480,606
8131302,606
4510755,606
54231505,605
9014036,605
5128146,605
7057483,605
6104673,604
6314533,604
9316332,604
3770001,604
14720369,604
42833465,603
17212907,603
7101554,602
83104,602
43120598,602
15255424,601
6908782,601
39398331,600
6278627,600
158283815,600
232419,600
701727,600
9251740,600
6665181,598
301772071,598
30638603,597
304428443,597
205649943,597
303975621,595
40844177,595
128748107,594
42873381,594
42862855,592
42826074,592
26895341,592
2352766,592
309644721,591
6834145,591
55845265,591
18063205,591
6254922,590
374207,590
55112229,590
6506325,590
3697576,590
31297046,590
19494077,589
42853622,587
294832120,586
301386688,586
301751790,586
42964863,586
40435463,585
18017842,585
287738536,585
18058560,585
42781780,584
40771965,583
31144408,583
84504860,583
6665021,582
30328257,582
68759468,582
18519039,581
6303951,581
168291032,581
16166985,580
42137926,579
43291183,579
5230980,579
7179211,579
24946003,578
287622084,578
6672592,578
81788,578
6612475,578
7986129,578
42870856,577
920200,576
45802522,575
58973829,574
3000776,574
42850280,574
1952260,573
17052488,573
7056095,573
563947,573
7107339,573
54181194,572
17414589,572
1150821,572
309643829,572
48504,571
24748905,571
1137932,571
41236588,570
6324083,570
304427525,570
43883584,570
312275035,569
7999822,569
16332891,569
42676898,568
42832067,568
19958413,567
156474478,567
38767289,565
36661699,565
4154783,564
6441473,564
51081,564
8868880,563
154353458,563
18054064,562
156716353,562
59267321,562
2255445,562
29399462,562
42812616,561
605725,561
86293314,561
311257951,561
162573063,561
42884436,561
37973997,560
6294080,560
55802468,559
215540167,559
232941392,559
20110667,559
760502,559
4387915,558
6881035,558
42864340,558
153192578,557
37615754,557
51301229,557
41174339,557
11521581,557
9315385,556
6289673,555
18084442,555
231032,555
13318707,555
6784374,555
6244651,555
6354751,553
9019023,553
4153352,553
296306785,552
49552207,552
41338608,552
7147475,551
85857179,551
370359,551
224948846,550
76759845,550
6243379,550
24734631,550
1180587,550
81956,549
311254538,549
37670703,549
6508822,548
81105,548
4868526,547
42858755,547
36343948,547
38025987,547
7053670,547
39407765,546
124338612,546
8168135,546
111669597,546
6349823,545
24812625,545
2260639,545
1506847,545
6848580,544
42849676,544
24772038,544
85864303,543
6358665,543
1677142,543
6427754,543
29138151,543
4385178,542
1587377,541
45151726,541
151341082,541
17126306,541
272668,540
40844293,539
8411977,538
6298496,538
304444897,538
50753261,538
7486379,538
64778347,538
131212523,537
18502728,537
44156821,537
6711726,536
2248563,536
42828626,536
15097990,535
77634174,534
42879331,534
7057302,534
19978933,534
12010668,533
1256330,533
18081653,533
310211897,533
42824449,533
140009848,532
4195574,532
297861513,532
8420583,531
11867259,531
8386774,531
6820000,531
36660323,530
45165419,530
18520025,529
76568489,529
5128299,529
6775395,528
20659222,528
310218968,528
42863533,528
6798746,528
38517209,528
7484951,528
6895635,527
40896396,527
6334320,527
43883919,527
26138597,526
6323436,526
85463367,526
54149476,526
33913625,526
85859124,525
408066,525
298522922,525
131831772,525
129291815,525
17221433,524
154428067,524
58950969,524
44153051,524
11489597,523
55732809,523
1182786,523
49170980,523
4410014,523
6276847,523
4404944,522
83865714,522
876606,521
6250374,520
6784531,520
39032671,520
42853487,520
85860715,520
6242702,520
6362720,520
85863079,519
18968559,519
42848865,519
24777344,518
19091333,518
4156165,518
11989537,517
8754055,517
311268257,517
39080369,516
2264976,516
291238485,516
78592472,516
652841,516
27140771,514
161602002,514
15073854,514
7021039,513
42944181,513
42893244,512
7349525,512
7008623,511
2252712,510
303975201,510
54167370,510
149886522,509
139674,508
304428450,507
6588396,507
17486201,507
2120525,507
42150743,507
313237061,507
1015587,507
8441052,506
311022192,506
940963,505
6449222,505
39428770,504
6587086,504
297012636,504
2117252,504
49546674,504
7056636,504
1146782,504
6243226,503
290567167,503
6362246,502
15073414,501
5169477,501
24815058,501
159837807,500
6990248,500
1142717,500
6257390,500
5186839,500
43097437,500
6904623,499
47137326,499
22352511,498
42862068,498
64760420,498
301773932,498
154333077,498
156616087,498
4381381,497
43012832,497
44600771,497
143474391,497
235887826,496
945314,496
6941420,496
303641350,496
11048776,496
42992380,495
86375176,495
8718455,495
84118823,495
47134485,495
7020948,494
86996,494
8012004,494
4218190,494
6995734,494
301672964,494
2108883,494
6711740,494
42848334,493
52229467,493
130508,493
166045338,493
328679,493
289785832,492
313486743,492
38080237,492
6242814,491
127676310,491
54168814,491
1151038,491
6906425,491
44005788,491
6786137,491
151497040,491
166430368,491
39475124,491
894567,490
28941301,490
6339190,490
18053569,490
54179400,490
54646804,489
6813393,489
73969537,489
187252785,489
37481767,489
69314561,488
25736746,488
42847512,488
24713522,488
11537617,488
17133905,487
47142674,487
6906396,486
76395974,486
385483,486
153821154,486
5124432,486
9199605,485
83868363,485
4382038,485
15007061,485
42859542,484
7134030,484
8257382,484
6258552,484
7183073,484
310215689,483
559790,483
50499678,483
48287,483
7017691,482
9063654,482
1126887,482
6370249,481
235012,480
287612767,480
15070515,480
895658,480
5131250,480
42364215,479
39435831,479
7010685,479
7296026,479
42867163,479
42851769,479
142087375,478
12169451,478
8734009,478
140609,478
24743036,477
137504,477
6673282,477
943429,477
42935699,477
11234130,477
8413066,477
218504,477
87463,477
6381807,476
42844769,476
9849791,476
42874820,475
8322551,475
50747220,475
8016377,475
8435741,475
59735848,474
19180960,474
42364214,474
23012993,474
172024970,474
5123893,474
24800565,473
360179,473
8855443,473
42980875,473
6649244,473
4153172,472
163960374,472
6909299,472
8098629,472
26058795,472
29525883,472
12171976,472
18264238,472
6784813,472
42646799,471
7056644,471
17220433,471
39384248,471
291237409,471
74351890,470
308878434,470
4385279,470
26695775,470
18622144,470
6664718,470
29584872,470
312650054,469
45145445,468
44863628,468
42363470,468
52216887,468
76970939,467
5236762,467
18234630,467
42415573,467
6271942,467
7016921,467
42856700,467
298437525,466
54154481,466
158373089,466
8137049,466
83830009,466
42829684,465
85858593,465
303975328,465
17025084,465
60139650,465
814531,465
7796456,464
43612532,464
7795593,464
15092674,464
16379228,464
42880474,464
6243316,464
304644602,463
24718757,463
14988211,463
28960786,463
227287617,463
7107593,463
8252710,463
6291804,462
154515859,462
308754556,462
54508,462
2118524,462
291234786,462
154767466,461
42847249,461
12117333,461
17477621,461
22351723,461
235403484,460
19826540,460
7123171,460
1589026,460
715428,460
310211839,460
86159028,460
6278438,460
42856863,460
59276851,459
6807010,459
37610348,459
297506952,459
24810354,459
89576239,458
6354947,458
6242812,457
169322159,457
6679367,457
1142926,457
41979466,457
231150,457
84309648,457
42486552,456
17209826,455
6675095,455
138010944,455
6496916,455
43123156,455
7301686,454
205648283,454
4408647,454
76569178,454
9802942,454
42883416,453
39154475,453
9316208,453
12042390,453
777960,452
2349837,452
37589339,452
1154377,452
9023170,452
301772648,452
2393787,452
24805694,452
42445618,452
24696826,451
2262277,451
25303073,451
42965122,451
8681268,451
1589921,451
233732,451
42870227,451
3991516,451
6670666,451
42414566,450
82974,450
50746471,450
17221442,449
1834052,449
127772,449
6381991,449
6648379,449
8698181,449
85866271,449
298601780,449
17483300,448
287890852,448
8034569,448
9315503,448
42809252,447
557887,447
755848,447
7088103,447
303975218,447
8697198,447
42855703,447
540033,446
602275,446
42193905,446
299968259,446
52955978,446
60573782,445
291812668,445
42826343,445
85600234,445
6330762,445
44604315,445
667568,445
242513,445
6836033,444
44604214,444
5243866,444
6807221,444
6656982,444
9303582,444
311271708,443
45159394,443
85866174,443
42823816,442
303134603,442
54419172,442
8439502,442
43001084,442
2252970,442
656278,442
6383354,441
9313582,441
385400,441
28947746,441
310217083,441
300137801,440
6668186,440
7055100,440
54152067,440
289757842,440
655525,439
8701258,439
43671770,439
296937344,439
54190875,439
17273109,439
799556,439
42966595,439
17161867,439
82410,439
20536297,438
2471984,438
42864805,438
291306393,438
85463164,438
304428923,438
17133330,437
120421745,437
42682794,437
6672648,437
1153404,436
1136471,436
304430414,436
1508862,436
134938791,435
162670170,435
42827735,435
43413629,435
2042875,435
366281,435
2261751,435
151394505,435
9315641,435
30678449,434
20321231,434
42867564,434
24811125,434
147039510,434
6689488,434
20323013,434
62638289,434
2733820,434
216212882,434
121661387,434
36408390,433
8314962,433
5491833,433
54156677,433
16462955,433
9229707,433
6786965,433
54163720,433
6935277,432
48215101,432
49548678,432
42821461,432
45155241,432
137580929,432
156728421,432
42477530,432
7353333,432
13297661,432
45266525,432
76745887,432
277093,431
6837972,431
3731401,431
5040078,431
42866497,431
301490516,431
38627394,430
24728173,430
6300508,430
37623547,430
696721,430
163076713,430
927874,430
1592725,430
6305059,430
9315113,430
43020609,430
6594332,429
4228811,429
303976615,429
33012281,429
62636848,429
6706729,429
38114463,428
54158776,428
138856133,428
42966380,427
5120442,427
18050157,427
304430703,427
6243455,427
41219750,426
6788388,426
143687652,426
25887389,426
57615,426
194825605,426
42866547,425
7432550,425
17020920,425
8983925,424
284010923,424
18863767,424
6667884,424
45153710,424
7151100,424
4200554,424
301308413,424
6253864,424
6673036,424
132605627,423
8985144,423
3962090,423
154769720,423
8006545,423
7141923,422
42877177,422
6689241,422
6332148,422
6240237,421
77949419,421
8695717,421
18460337,421
6672666,421
304516256,421
13923312,420
9347237,420
12135033,419
42891328,419
62635873,419
233727,419
336158,419
305589908,419
133457153,418
7985833,418
29840605,418
4157818,418
143477599,417
2250977,417
41180282,417
43887325,417
2248531,417
85599994,417
6895593,417
223702,417
8013276,416
11741318,416
6987885,416
42872130,416
11870744,416
52224947,415
1187483,415
38625654,415
6610174,415
6301567,415
7008986,415
291306284,415
17210821,415
1588683,415
194816926,415
85860378,414
38261706,414
42867172,414
56395490,414
169304799,414
29032867,414
336737,414
42823663,414
78450524,414
7119519,414
52222101,414
42879874,414
652842,414
6340471,414
578327,413
42679315,413
56679802,413
60596277,413
2636201,413
9804270,412
75783136,412
6594506,412
2393204,412
71354158,412
18082816,412
12104701,412
4227829,412
18251806,411
7056778,411
1682700,411
85235818,411
52400292,411
13967049,411
5186848,411
42679213,411
78826290,411
75451099,410
2253131,410
237170,410
8251807,410
38540530,410
745458,410
3617737,410
303975454,409
538799,409
58948281,409
45973756,409
6699044,409
6796200,409
2471060,408
147419208,408
52222453,408
660784,408
78117020,408
5229570,408
9017195,407
10315043,407
128015418,407
6602889,406
6339158,406
15074161,406
7051497,406
9885886,406
226954215,405
12005801,405
24956700,405
2505201,405
42879534,405
5233879,405
2077256,405
2255020,405
43255212,404
291241070,404
2631735,404
4154563,404
42609440,404
42832724,404
30672761,404
8251947,404
234042,404
1964462,404
42884471,404
545811,404
153397268,403
1140036,403
1111358,403
43024723,403
6244089,403
4229828,403
40915595,403
785622,403
45531377,403
12269500,402
1142017,402
232750240,402
310217336,402
76710635,402
153821169,402
120210030,402
242036,402
59106222,402
74247429,402
6389815,402
6950025,401
281286,401
95176688,401
64173311,401
51392295,401
50751115,400
154761387,400
41992436,400
50748047,400
6849373,400
8258017,400
6440745,399
85698,399
1255913,399
233592,399
5428179,399
22351721,399
6793304,399
303977354,399
287623552,399
6710772,399
5132167,399
151276288,399
11529660,398
51393463,398
42830528,398
56398564,398
48829910,397
174181840,397
151574866,397
8729770,397
14935434,397
76568880,397
291238489,397
42870219,397
7310744,397
939666,397
8249975,396
6788380,396
42994126,396
7141982,396
9929994,396
19086729,396
304516583,396
7056634,396
6726636,395
